# Frequency (microHz)     Power spectral density (ppm^2/microHz)
 183.1557584982   13.7920400076
 183.1648184388   34.9498985257
 183.1738783794   33.9674660734
 183.1829383199   16.2719231971
 183.1919982605    2.9392172185
 183.2010582011   25.3411438605
 183.2101181416   30.0189378188
 183.2191780822    0.9282241906
 183.2282380228    5.2295887548
 183.2372979633    2.5490275295
 183.2463579039   37.9415085853
 183.2554178445   20.2403375487
 183.2644777850   14.4627984181
 183.2735377256   22.9005629380
 183.2825976662    2.8750025939
 183.2916576067    6.3162520648
 183.3007175473    1.5884396031
 183.3097774879    4.1195444521
 183.3188374284   20.9240807408
 183.3278973690    9.9950254412
 183.3369573096    9.6011756570
 183.3460172501   12.0343710931
 183.3550771907   42.4938129022
 183.3641371313   19.4255170371
 183.3731970718    4.4564781780
 183.3822570124   30.6849582809
 183.3913169530    1.3190867361
 183.4003768935   30.5127806992
 183.4094368341    4.7164290253
 183.4184967747   20.6769254714
 183.4275567152    4.9653977716
 183.4366166558   18.0574565939
 183.4456765964   19.7598247293
 183.4547365369    0.8180626953
 183.4637964775   23.8271819226
 183.4728564181    8.2216426492
 183.4819163586   27.6878336091
 183.4909762992   42.9770741410
 183.5000362398   11.1512824986
 183.5090961803    4.2495932061
 183.5181561209   20.8049948620
 183.5272160615    1.4168242417
 183.5362760020    5.6248609736
 183.5453359426   15.3523405194
 183.5543958832    8.3625239642
 183.5634558237   22.5060274185
 183.5725157643    1.1825607657
 183.5815757049   15.0098560363
 183.5906356454    2.3259941616
 183.5996955860    6.1926972615
 183.6087555266    0.9453983300
 183.6178154671   15.4122044367
 183.6268754077   43.3929460373
 183.6359353483    2.5959512376
 183.6449952888   31.5775150995
 183.6540552294   37.3636853773
 183.6631151700    9.2339351375
 183.6721751105    5.5811002851
 183.6812350511   45.9324298547
 183.6902949917   17.7054617431
 183.6993549322    7.3829111112
 183.7084148728   17.5307678220
 183.7174748134   25.4333036293
 183.7265347539   42.2790603120
 183.7355946945   13.7511346425
 183.7446546351   19.9179407678
 183.7537145756    8.0252575193
 183.7627745162   38.5495533053
 183.7718344568   18.2204996800
 183.7808943973    9.4354025653
 183.7899543379    7.7605292888
 183.7990142785    1.7345854406
 183.8080742190    3.1160159554
 183.8171341596   14.8132066147
 183.8261941002    0.6231676762
 183.8352540407    1.4345779805
 183.8443139813   32.4832230693
 183.8533739219   27.6994477049
 183.8624338624   20.0369431025
 183.8714938030    7.1501040264
 183.8805537436   24.8140686056
 183.8896136841   18.0106051993
 183.8986736247    0.5909641343
 183.9077335653    2.5093582784
 183.9167935058    3.1077271938
 183.9258534464   14.9516362575
 183.9349133870    6.0382736117
 183.9439733275   12.5096389785
 183.9530332681   20.8415935052
 183.9620932087   12.2298440223
 183.9711531492    2.7262799083
 183.9802130898    2.3745022097
 183.9892730304   33.8989443604
 183.9983329709   14.8140644848
 184.0073929115    7.6064094530
 184.0164528521   25.6254627466
 184.0255127926    8.5017529218
 184.0345727332   31.3374616202
 184.0436326738    7.1456289864
 184.0526926143   54.0430046310
 184.0617525549   17.1795520795
 184.0708124955    1.2070247393
 184.0798724360    1.2534426621
 184.0889323766    1.8509245010
 184.0979923172    3.6163220614
 184.1070522577    5.3358262317
 184.1161121983   12.3519384150
 184.1251721389   12.2798520082
 184.1342320794    5.0960215569
 184.1432920200    2.5767222118
 184.1523519606   36.2465249943
 184.1614119011   25.3717475990
 184.1704718417    8.6669019607
 184.1795317823   11.1707435461
 184.1885917228    5.5828119074
 184.1976516634   10.0835475241
 184.2067116040    4.7024665541
 184.2157715445    5.1567156910
 184.2248314851    3.6246143580
 184.2338914257    0.4965945654
 184.2429513662   28.4230013074
 184.2520113068   10.8247768033
 184.2610712474    7.7797728539
 184.2701311879   32.4419183461
 184.2791911285   17.4335338415
 184.2882510691   19.3363702027
 184.2973110096    6.6362455456
 184.3063709502   12.3267296977
 184.3154308908   14.9790688785
 184.3244908313    6.6103774169
 184.3335507719   26.5996357619
 184.3426107125   15.6527807681
 184.3516706530    4.5431325279
 184.3607305936   44.1072304572
 184.3697905342   17.0755519072
 184.3788504747   15.5271112815
 184.3879104153    5.1126570304
 184.3969703559   17.2091369933
 184.4060302964    1.5416007370
 184.4150902370    0.2268382068
 184.4241501776   34.6620616177
 184.4332101181   39.5250480503
 184.4422700587    6.6743344972
 184.4513299993    5.9736060197
 184.4603899398    7.7783787208
 184.4694498804    1.9631629749
 184.4785098210    5.0098481408
 184.4875697615   23.9503379274
 184.4966297021   37.4599660528
 184.5056896427    5.1612878477
 184.5147495832   22.9882765643
 184.5238095238    0.8701009003
 184.5328694644    5.4055247630
 184.5419294049   12.7985583963
 184.5509893455    8.6026378160
 184.5600492861    6.3474317646
 184.5691092266   18.5422402780
 184.5781691672    7.3143393788
 184.5872291078    4.6183895405
 184.5962890483    0.6676763453
 184.6053489889    4.5948722658
 184.6144089295    3.2484018053
 184.6234688700    3.0385228986
 184.6325288106   37.1493171984
 184.6415887512   54.8952223031
 184.6506486917    5.2826157318
 184.6597086323   13.7702200783
 184.6687685729    7.1245256668
 184.6778285134    0.3915898477
 184.6868884540   20.5639730602
 184.6959483946   20.9286711874
 184.7050083351   38.7414051532
 184.7140682757    5.2883156753
 184.7231282163   16.8480358208
 184.7321881568    2.6744167866
 184.7412480974   15.6830476392
 184.7503080380    1.9185704290
 184.7593679785   17.1691279759
 184.7684279191   53.0774836509
 184.7774878597    0.3684282623
 184.7865478002    4.0801520192
 184.7956077408   18.8779073506
 184.8046676814    5.1160517351
 184.8137276219    3.5079668622
 184.8227875625   19.3195107491
 184.8318475031    0.8696381377
 184.8409074436    8.0430438352
 184.8499673842   28.4735329545
 184.8590273248    9.9541062751
 184.8680872653   14.3958198858
 184.8771472059   13.4747416352
 184.8862071465    7.5711590652
 184.8952670870    3.6035917418
 184.9043270276    6.2272446019
 184.9133869682   17.5068724471
 184.9224469087    5.7752460677
 184.9315068493    4.0616036124
 184.9405667899    5.5268570649
 184.9496267304   20.1684432921
 184.9586866710   16.8692773811
 184.9677466116   11.3773724223
 184.9768065521   10.5461392907
 184.9858664927   11.8271994423
 184.9949264333    0.2066768437
 185.0039863738    4.1431784879
 185.0130463144   10.5677693235
 185.0221062550   31.6931200525
 185.0311661955    5.5746764867
 185.0402261361    3.8778944112
 185.0492860767    0.3368301816
 185.0583460173   10.3435136567
 185.0674059578    5.7587110221
 185.0764658984   73.1542358741
 185.0855258390   24.5550359093
 185.0945857795   10.4731234230
 185.1036457201    9.0068481303
 185.1127056607    7.3089645841
 185.1217656012   11.8116990561
 185.1308255418   50.4287163170
 185.1398854824    4.5157821288
 185.1489454229   14.9597490065
 185.1580053635    2.7564255524
 185.1670653041   14.5146544255
 185.1761252446    0.5924973075
 185.1851851852   15.8669157924
 185.1942451258    0.4831271865
 185.2033050663   15.4350642770
 185.2123650069   48.4702913135
 185.2214249475    6.1061059006
 185.2304848880    3.5207610909
 185.2395448286    4.9806734838
 185.2486047692    5.4333580749
 185.2576647097    2.7668519108
 185.2667246503   27.2325847442
 185.2757845909   12.9568530730
 185.2848445314    5.6836936678
 185.2939044720   32.3089783223
 185.3029644126   11.1960346267
 185.3120243531   21.5029968537
 185.3210842937    6.6546231891
 185.3301442343    5.5750237083
 185.3392041748    0.2812068201
 185.3482641154   22.2474950858
 185.3573240560    1.0696789317
 185.3663839965   11.9845265577
 185.3754439371    2.1962185199
 185.3845038777    9.0088779790
 185.3935638182   19.1540035114
 185.4026237588    7.3823543791
 185.4116836994   33.6306328261
 185.4207436399   16.6862701814
 185.4298035805   19.6477289620
 185.4388635211   24.6114142275
 185.4479234616   22.3348936522
 185.4569834022    2.8144344092
 185.4660433428    9.8647192814
 185.4751032833   40.0585093530
 185.4841632239    3.6892674636
 185.4932231645    2.9886151540
 185.5022831050   20.7188662683
 185.5113430456    4.4123214488
 185.5204029862    6.5632269700
 185.5294629267    4.6457475103
 185.5385228673    2.7631026493
 185.5475828079    6.6729118657
 185.5566427484    2.7528548649
 185.5657026890   22.0065257437
 185.5747626296   12.5595926016
 185.5838225701   29.8792324454
 185.5928825107    9.6300408611
 185.6019424513    2.9285977633
 185.6110023918    1.6231015017
 185.6200623324    0.9022124987
 185.6291222730   21.9613618632
 185.6381822135   36.8299934127
 185.6472421541   22.1398260352
 185.6563020947    4.6822123290
 185.6653620352    7.2639947434
 185.6744219758    3.7066040360
 185.6834819164    8.1006220576
 185.6925418569   16.8754184050
 185.7016017975   12.1472024213
 185.7106617381    3.5906869646
 185.7197216786    3.1044314526
 185.7287816192    6.2740583469
 185.7378415598   31.1991889864
 185.7469015003    1.9908232601
 185.7559614409    0.7080169072
 185.7650213815   10.2140517127
 185.7740813220   15.9377341544
 185.7831412626    8.6377081502
 185.7922012032    6.8032337281
 185.8012611437    0.9212451062
 185.8103210843    0.8335047328
 185.8193810249   67.9807820330
 185.8284409654   12.6926395038
 185.8375009060    9.1123984135
 185.8465608466   37.4777062864
 185.8556207871   48.5931034115
 185.8646807277    2.6209660427
 185.8737406683   11.5950742038
 185.8828006088   26.8146894226
 185.8918605494   15.8726585648
 185.9009204900   26.9817646302
 185.9099804305    2.9278646219
 185.9190403711   19.0832567687
 185.9281003117   41.8201081568
 185.9371602522   17.7429760288
 185.9462201928   12.7747643936
 185.9552801334   26.3808408618
 185.9643400739    5.0135462759
 185.9734000145   12.3010868261
 185.9824599551   61.9138056015
 185.9915198956    8.4844991943
 186.0005798362    3.9663113220
 186.0096397768   39.9663231455
 186.0186997173   14.5527870727
 186.0277596579    5.8495870789
 186.0368195985   33.4280358485
 186.0458795390    5.4275533031
 186.0549394796   20.3225283332
 186.0639994202    7.0856171461
 186.0730593607   38.2564263314
 186.0821193013    0.8732699490
 186.0911792419    2.1764168025
 186.1002391824    1.6266996836
 186.1092991230    3.3316229619
 186.1183590636   11.1649149110
 186.1274190041   16.2511020306
 186.1364789447   69.0477135882
 186.1455388853   12.6533583772
 186.1545988258   27.9373981015
 186.1636587664    1.5815719268
 186.1727187070   17.0145077437
 186.1817786475    1.0002970174
 186.1908385881    6.3589591849
 186.1998985287    0.9903922526
 186.2089584692   84.8613777047
 186.2180184098    1.3005747118
 186.2270783504   11.5680420477
 186.2361382909    9.4594931517
 186.2451982315    4.1074277837
 186.2542581721   22.8792727540
 186.2633181126   15.1908008500
 186.2723780532   11.4001017820
 186.2814379938    4.5147032875
 186.2904979343   10.1370346894
 186.2995578749   57.0882492048
 186.3086178155    6.9038357290
 186.3176777560    8.1478233806
 186.3267376966    0.4793979232
 186.3357976372   62.0744257592
 186.3448575777    1.2006791157
 186.3539175183    5.6210393539
 186.3629774589    0.1221531258
 186.3720373994   26.2485645474
 186.3810973400   44.3832563824
 186.3901572806   15.1836165362
 186.3992172211   22.3155869884
 186.4082771617    6.5688834188
 186.4173371023   58.0929227095
 186.4263970428   11.6717508209
 186.4354569834   27.5535899757
 186.4445169240    3.0509431040
 186.4535768645    0.8826496066
 186.4626368051   19.1629350543
 186.4716967457   26.9266790009
 186.4807566862   35.9190499548
 186.4898166268   13.3059026029
 186.4988765674    1.6021126298
 186.5079365079   11.2334702762
 186.5169964485    2.8583956611
 186.5260563891   81.6941888509
 186.5351163296   14.7332523007
 186.5441762702   37.4128640853
 186.5532362108    9.4152084023
 186.5622961513   53.2839267966
 186.5713560919   19.1590205272
 186.5804160325   46.7266468482
 186.5894759730   15.0686247866
 186.5985359136    9.9584635347
 186.6075958542   13.4181642060
 186.6166557947   19.0518367879
 186.6257157353    7.9133197748
 186.6347756759   63.4671303931
 186.6438356164   12.8303079674
 186.6528955570   19.4863552612
 186.6619554976   22.1059733340
 186.6710154381   28.2310095303
 186.6800753787   12.6692979058
 186.6891353193    9.5324215689
 186.6981952598   22.2072698457
 186.7072552004   33.0268436436
 186.7163151410    0.4975430976
 186.7253750815    8.9958821743
 186.7344350221   19.8187810380
 186.7434949627   14.5784042232
 186.7525549032    6.4033589199
 186.7616148438    4.8421877321
 186.7706747844   20.4909253936
 186.7797347249   15.3969600052
 186.7887946655    9.8904987155
 186.7978546061   24.0473922165
 186.8069145466   36.3057806865
 186.8159744872  112.9963353975
 186.8250344278   22.5059761772
 186.8340943683    0.0334465087
 186.8431543089   35.2870461738
 186.8522142495   20.8388541954
 186.8612741900    5.1908351622
 186.8703341306   55.6312008948
 186.8793940712    0.9282942103
 186.8884540117   23.5316641289
 186.8975139523   12.5006745833
 186.9065738929   12.5545250150
 186.9156338334   16.6734950106
 186.9246937740    0.0644258605
 186.9337537146    1.1491477138
 186.9428136551    3.2514132825
 186.9518735957    0.6687373776
 186.9609335363    5.3352861672
 186.9699934768    0.2608633394
 186.9790534174   27.4719293920
 186.9881133580    0.8472309616
 186.9971732985   17.2075614974
 187.0062332391    4.7503903535
 187.0152931797    2.2538027465
 187.0243531202    4.2411961335
 187.0334130608   17.8990409424
 187.0424730014    7.7341079830
 187.0515329419    2.5096722895
 187.0605928825   37.0561425001
 187.0696528231    4.1832474695
 187.0787127636   24.3554959302
 187.0877727042   34.3027478573
 187.0968326448   30.1841997425
 187.1058925853   14.4064982876
 187.1149525259   15.9450480350
 187.1240124665   32.7391073317
 187.1330724070   12.7103101211
 187.1421323476    1.3235414789
 187.1511922882   23.4270608241
 187.1602522287    0.9981007745
 187.1693121693    6.8548025599
 187.1783721099    6.5363579006
 187.1874320504    1.4643846353
 187.1964919910    2.5409551671
 187.2055519316   15.0684672346
 187.2146118721   43.1339025793
 187.2236718127   11.6299420082
 187.2327317533    8.5727918555
 187.2417916938    1.8789750119
 187.2508516344    0.4282309417
 187.2599115750   18.8073759103
 187.2689715155    7.5631606681
 187.2780314561    3.2225519875
 187.2870913967    5.3632262954
 187.2961513372   35.1368522914
 187.3052112778    8.9038277837
 187.3142712184   16.9464470954
 187.3233311589    5.8788318883
 187.3323910995   47.3046096488
 187.3414510401    4.2178191194
 187.3505109806   18.0720252264
 187.3595709212   52.9785175453
 187.3686308618    5.4911547193
 187.3776908023   41.7490965283
 187.3867507429   35.5654772066
 187.3958106835   35.0269194360
 187.4048706240   13.1058769535
 187.4139305646    8.5663602388
 187.4229905052   30.2214412294
 187.4320504457   10.7668381008
 187.4411103863   15.1375757496
 187.4501703269   13.0934047942
 187.4592302674    8.7361334484
 187.4682902080   11.4595832973
 187.4773501486    0.7192500930
 187.4864100891    7.4031200294
 187.4954700297    6.7675262231
 187.5045299703   43.5934463834
 187.5135899109    1.1648263858
 187.5226498514   21.0977876644
 187.5317097920   13.5222952678
 187.5407697326   11.7132563658
 187.5498296731   34.7378024787
 187.5588896137    1.7083890006
 187.5679495543    5.0695019585
 187.5770094948   20.9584301619
 187.5860694354    1.4847045953
 187.5951293760    2.6965678921
 187.6041893165   37.9540828356
 187.6132492571    0.1382805916
 187.6223091977   26.3047029493
 187.6313691382   38.6885420539
 187.6404290788   14.5511071673
 187.6494890194   30.2049247705
 187.6585489599    9.2558903125
 187.6676089005   25.6771325733
 187.6766688411   24.4931904188
 187.6857287816    9.6276695746
 187.6947887222   14.2944847945
 187.7038486628   16.0810272431
 187.7129086033   26.0507271637
 187.7219685439    9.9735902489
 187.7310284845    7.1445606866
 187.7400884250   30.0910493130
 187.7491483656    4.1366373851
 187.7582083062   11.4979370063
 187.7672682467   11.4623355741
 187.7763281873   23.1309149137
 187.7853881279    7.7882062130
 187.7944480684    1.8813875667
 187.8035080090   16.5812006985
 187.8125679496   16.5946880370
 187.8216278901    0.4326234991
 187.8306878307   10.7516521620
 187.8397477713   10.7435220830
 187.8488077118    0.2278278004
 187.8578676524    9.3035773450
 187.8669275930    4.5547222511
 187.8759875335   47.2214811800
 187.8850474741   18.1980454455
 187.8941074147    4.1651118939
 187.9031673552    4.9546686607
 187.9122272958    2.2392221589
 187.9212872364    2.6224590782
 187.9303471769    1.3762791021
 187.9394071175   29.0186904771
 187.9484670581    2.3402234155
 187.9575269986    6.2238216881
 187.9665869392   20.5216986558
 187.9756468798   23.9139596938
 187.9847068203    6.6109385020
 187.9937667609   51.4143349571
 188.0028267015   41.0602650413
 188.0118866420  154.0428274238
 188.0209465826    5.8061504202
 188.0300065232   68.6166039507
 188.0390664637   51.8164640881
 188.0481264043    1.2643304518
 188.0571863449    3.6352469775
 188.0662462854   45.3319744503
 188.0753062260   13.4189180064
 188.0843661666   15.7918014076
 188.0934261071    7.4861096549
 188.1024860477    4.8657906560
 188.1115459883    8.5009224005
 188.1206059288   13.6916425627
 188.1296658694   20.6460045605
 188.1387258100    5.3065988412
 188.1477857505    6.1205882694
 188.1568456911   13.7598709018
 188.1659056317    4.2845391143
 188.1749655722    3.0297219831
 188.1840255128   13.7431800378
 188.1930854534    1.9189393386
 188.2021453939    1.3650998320
 188.2112053345   28.3780650836
 188.2202652751    8.2977364779
 188.2293252156    4.3310847285
 188.2383851562    6.6081776377
 188.2474450968    0.7859159274
 188.2565050373    9.6299244808
 188.2655649779    9.3406518924
 188.2746249185    4.2930095077
 188.2836848590    1.2984816294
 188.2927447996    1.4953678392
 188.3018047402   33.3489069186
 188.3108646807    2.8474640956
 188.3199246213   29.6191263959
 188.3289845619   22.3460711180
 188.3380445024    3.9311690562
 188.3471044430   10.1891148747
 188.3561643836    0.4663564852
 188.3652243241    9.3834806721
 188.3742842647    0.1518605309
 188.3833442053   21.7817593896
 188.3924041458    1.8199241399
 188.4014640864   27.8404231228
 188.4105240270   29.1926073272
 188.4195839675    9.3295463744
 188.4286439081   31.0254830825
 188.4377038487   19.3546381063
 188.4467637892    0.2036761514
 188.4558237298    2.5340984014
 188.4648836704    3.2597773689
 188.4739436109   12.1089425813
 188.4830035515   46.2012820501
 188.4920634921   10.2004266677
 188.5011234326    4.6472597503
 188.5101833732   22.4453892625
 188.5192433138    7.4766920305
 188.5283032543    0.6817263061
 188.5373631949   11.8391239797
 188.5464231355    1.4300190283
 188.5554830760    4.9195528774
 188.5645430166   11.3154534785
 188.5736029572    5.4518644100
 188.5826628977   18.5914446861
 188.5917228383   16.6364148360
 188.6007827789    4.0956539729
 188.6098427194   31.1899628043
 188.6189026600   19.2103348030
 188.6279626006    4.7631096618
 188.6370225411    4.6432932804
 188.6460824817   16.1121588619
 188.6551424223   58.4893544017
 188.6642023628   32.6036355898
 188.6732623034   23.8471196509
 188.6823222440    5.3845083401
 188.6913821845    0.3313839931
 188.7004421251    5.3852808784
 188.7095020657    8.7244637788
 188.7185620062    3.1639678837
 188.7276219468   12.8327338066
 188.7366818874   10.2578502305
 188.7457418279   51.5021567714
 188.7548017685    0.0684712863
 188.7638617091    5.4105517182
 188.7729216496   25.3210477582
 188.7819815902   32.3707023470
 188.7910415308   34.6161299173
 188.8001014713    0.9740978581
 188.8091614119    0.2032090316
 188.8182213525    6.1807896504
 188.8272812930   21.3798328891
 188.8363412336   55.2279544597
 188.8454011742    7.4220917164
 188.8544611147   45.2346175562
 188.8635210553    8.2116308773
 188.8725809959   61.4095026206
 188.8816409364   11.5768431631
 188.8907008770   14.0623209920
 188.8997608176   17.7883327264
 188.9088207581    8.3364706000
 188.9178806987    0.9703727695
 188.9269406393    4.0612822522
 188.9360005798   22.0882915412
 188.9450605204    7.2711764254
 188.9541204610    1.3434264964
 188.9631804015    3.4616989102
 188.9722403421    0.7694994862
 188.9813002827   24.2766876101
 188.9903602232   17.6161440388
 188.9994201638    9.1970813630
 189.0084801044   14.9640455879
 189.0175400449    6.7302216779
 189.0265999855    2.8775626963
 189.0356599261    0.6536963616
 189.0447198666   10.3266749328
 189.0537798072    0.6675721408
 189.0628397478   32.9063172411
 189.0718996883    2.3961504462
 189.0809596289   15.6157003552
 189.0900195695    6.9960594052
 189.0990795100   11.2037528629
 189.1081394506    1.9346497752
 189.1171993912   16.8224238282
 189.1262593317    0.9354111746
 189.1353192723   64.2780096434
 189.1443792129   19.9569402387
 189.1534391534    0.8877128116
 189.1624990940    3.5498340873
 189.1715590346   23.8409602338
 189.1806189751   10.5462646930
 189.1896789157   17.1327597782
 189.1987388563   32.9324398457
 189.2077987968    4.7580838937
 189.2168587374   20.3482401765
 189.2259186780   15.5694459758
 189.2349786185   14.1322644378
 189.2440385591   21.8649975311
 189.2530984997    7.5048754119
 189.2621584402   11.8413268400
 189.2712183808    2.6609581235
 189.2802783214    5.3828766069
 189.2893382619   18.2235792297
 189.2983982025   12.4228598314
 189.3074581431    6.3735338211
 189.3165180836   10.8838687001
 189.3255780242   22.9378261561
 189.3346379648    5.8521533845
 189.3436979053   34.1807639864
 189.3527578459   13.8307446148
 189.3618177865   10.7658069896
 189.3708777270    2.6639428806
 189.3799376676    0.2155464492
 189.3889976082    1.8578795400
 189.3980575487    5.7098972633
 189.4071174893    3.4742452109
 189.4161774299   41.2857770048
 189.4252373704    3.8221339130
 189.4342973110   27.3476312158
 189.4433572516   17.6372319006
 189.4524171921    2.1483219199
 189.4614771327    7.2438594995
 189.4705370733   13.5963686001
 189.4795970138    7.7002751241
 189.4886569544   17.6108991862
 189.4977168950   10.7639920020
 189.5067768355   27.6522388242
 189.5158367761   33.6608590081
 189.5248967167    7.7230938766
 189.5339566572    5.2532493702
 189.5430165978    1.9005625148
 189.5520765384    2.8260586818
 189.5611364789    5.7701276881
 189.5701964195    0.9116867646
 189.5792563601   77.0495406346
 189.5883163006    1.5011736081
 189.5973762412   12.5651420455
 189.6064361818    4.9608914969
 189.6154961223   28.1981838893
 189.6245560629    4.2860381396
 189.6336160035    4.2729637808
 189.6426759440    1.8389906806
 189.6517358846    1.3060725636
 189.6607958252   10.7828512247
 189.6698557657    1.2961882591
 189.6789157063    3.0760716849
 189.6879756469    2.1120034298
 189.6970355874   23.4114000019
 189.7060955280    0.5923073130
 189.7151554686   23.4386301549
 189.7242154091   12.0140270012
 189.7332753497   31.3106403435
 189.7423352903    2.5076663623
 189.7513952308   11.2720189482
 189.7604551714    3.4820369331
 189.7695151120   55.5156581181
 189.7785750525   45.7170397426
 189.7876349931   15.2595557987
 189.7966949337    9.7267774095
 189.8057548742    8.9024970101
 189.8148148148   36.7627497049
 189.8238747554   11.5516310041
 189.8329346959   18.5813639222
 189.8419946365    0.2661425949
 189.8510545771   17.2603305170
 189.8601145176    6.6242456367
 189.8691744582    1.4804847864
 189.8782343988    7.0703885470
 189.8872943393    3.0706330048
 189.8963542799    3.9866225898
 189.9054142205   20.1723204444
 189.9144741610   22.5553946368
 189.9235341016   22.6114794709
 189.9325940422    0.0712140327
 189.9416539827   23.6289348151
 189.9507139233    4.9084221555
 189.9597738639    5.9704891649
 189.9688338045    1.5746242963
 189.9778937450    8.4769749246
 189.9869536856   20.7665159561
 189.9960136262    0.8433430631
 190.0050735667    2.8798754219
 190.0141335073    6.4428777910
 190.0231934479    9.5943094747
 190.0322533884   39.4515153920
 190.0413133290    7.3385938682
 190.0503732696   15.8970334188
 190.0594332101    5.1342917035
 190.0684931507   22.7969147362
 190.0775530913    1.8387622386
 190.0866130318    9.9011801193
 190.0956729724    5.5227294818
 190.1047329130    7.8908826056
 190.1137928535    4.2658217688
 190.1228527941    6.4407502044
 190.1319127347    3.1569595339
 190.1409726752   22.3134191675
 190.1500326158    0.8409319477
 190.1590925564   11.1083900029
 190.1681524969    7.5429952366
 190.1772124375   20.4177250451
 190.1862723781    6.5314667880
 190.1953323186   31.3632086850
 190.2043922592   24.6614430207
 190.2134521998   40.0417497088
 190.2225121403    7.8978584202
 190.2315720809    5.9368532104
 190.2406320215   11.7522187139
 190.2496919620    1.2828587138
 190.2587519026   10.3541430231
 190.2678118432   11.1969928116
 190.2768717837    3.2979127048
 190.2859317243   17.5129957303
 190.2949916649   64.3628334358
 190.3040516054   10.8712523001
 190.3131115460    3.2199138485
 190.3221714866    4.5139117353
 190.3312314271   15.0601182092
 190.3402913677    1.9339014612
 190.3493513083    2.6039962892
 190.3584112488   31.7096073969
 190.3674711894   23.2912942531
 190.3765311300    5.7352203634
 190.3855910705    9.1177535614
 190.3946510111    7.7019066188
 190.4037109517    6.3799706241
 190.4127708922    4.2463695251
 190.4218308328   11.2452230026
 190.4308907734    9.8629976358
 190.4399507139    8.6276342224
 190.4490106545    3.3172280988
 190.4580705951   75.8839205528
 190.4671305356   27.1156003618
 190.4761904762    5.0266860272
 190.4852504168   13.9285399722
 190.4943103573   14.4003844500
 190.5033702979    7.6173591689
 190.5124302385    3.8842507556
 190.5214901790   11.5927548118
 190.5305501196    2.3632040561
 190.5396100602    1.2238673940
 190.5486700007    8.8895299132
 190.5577299413   25.8349106068
 190.5667898819    1.4147529730
 190.5758498224   24.5861594657
 190.5849097630   84.6927475129
 190.5939697036    6.3373662188
 190.6030296441    2.5423104165
 190.6120895847    7.8044506450
 190.6211495253   13.1634201389
 190.6302094658    5.2576726964
 190.6392694064   10.3349974775
 190.6483293470   43.2907738871
 190.6573892875    0.1264500324
 190.6664492281   10.1977829038
 190.6755091687    4.0520156551
 190.6845691092    8.8143620558
 190.6936290498    6.1602144888
 190.7026889904    2.0974815890
 190.7117489309    7.8979792697
 190.7208088715    0.7965443407
 190.7298688121   22.3073427525
 190.7389287526   10.4978404799
 190.7479886932    1.4344223757
 190.7570486338   27.7742291446
 190.7661085743    3.2678496318
 190.7751685149    9.1467432476
 190.7842284555   19.7443820332
 190.7932883960    8.2772553824
 190.8023483366   34.3123065389
 190.8114082772    9.7808461871
 190.8204682177    1.2188768243
 190.8295281583    4.3110009773
 190.8385880989    0.4389959166
 190.8476480394    8.3638378758
 190.8567079800   19.5247398241
 190.8657679206    3.0311741970
 190.8748278611    4.0723268431
 190.8838878017    1.6688213133
 190.8929477423   16.4038969821
 190.9020076828   11.4701166746
 190.9110676234    6.0198735366
 190.9201275640   22.6668300235
 190.9291875045   35.3324720546
 190.9382474451   33.8263924087
 190.9473073857   24.8026133776
 190.9563673262    0.1709301351
 190.9654272668    2.2430785425
 190.9744872074   11.1893290448
 190.9835471479    4.8104795440
 190.9926070885    0.8643975298
 191.0016670291    0.6149608958
 191.0107269696    1.4594927171
 191.0197869102   31.7666601665
 191.0288468508    1.3883466307
 191.0379067913   14.6860505604
 191.0469667319   31.2120584508
 191.0560266725   38.6775458987
 191.0650866130    7.7024981400
 191.0741465536    3.1964387080
 191.0832064942   25.4483547201
 191.0922664347   20.5378732675
 191.1013263753   22.8379548090
 191.1103863159    3.9718200790
 191.1194462564   27.7844978655
 191.1285061970    8.4695136432
 191.1375661376    4.5970867546
 191.1466260781    1.4971911584
 191.1556860187   21.1599136314
 191.1647459593    1.2395009982
 191.1738058998   36.7542811160
 191.1828658404    2.7502191182
 191.1919257810   10.9651487204
 191.2009857215    8.3263259547
 191.2100456621    5.9349243171
 191.2191056027    2.3559337282
 191.2281655432   18.0220089968
 191.2372254838    1.9640165557
 191.2462854244    0.6469299328
 191.2553453649   38.0091266038
 191.2644053055    0.1341301637
 191.2734652461    1.7351695061
 191.2825251866    5.9322796366
 191.2915851272    5.9672491085
 191.3006450678    3.2628018318
 191.3097050083   20.9534332703
 191.3187649489   13.3327907749
 191.3278248895   15.9395483341
 191.3368848300   49.4044546084
 191.3459447706    9.6111942485
 191.3550047112    7.3118704645
 191.3640646517   50.5360490813
 191.3731245923   10.3136742413
 191.3821845329    6.3987504742
 191.3912444734   25.7170339528
 191.4003044140   11.2616819757
 191.4093643546   18.4264622856
 191.4184242951   31.0332084392
 191.4274842357    1.7134612662
 191.4365441763    4.9920083057
 191.4456041168   23.8972553833
 191.4546640574    0.4571009502
 191.4637239980    0.3236773048
 191.4727839385   28.1842775003
 191.4818438791   10.9317019404
 191.4909038197    2.5318906194
 191.4999637602   23.3231016101
 191.5090237008   22.7345085234
 191.5180836414   34.9834848029
 191.5271435819   26.6578229431
 191.5362035225    5.3979926424
 191.5452634631    3.8156213507
 191.5543234036   10.3559171477
 191.5633833442   18.1760622041
 191.5724432848    7.9192840603
 191.5815032253    2.6294994460
