# Frequency (microHz)     Power spectral density (ppm^2/microHz)
  93.5438863521   32.6312541963
  93.5529462927  184.7330021092
  93.5620062332  162.0318391065
  93.5710661738    3.9027346847
  93.5801261144   22.5169043371
  93.5891860549  162.2237760034
  93.5982459955   17.0390547592
  93.6073059361    2.0146389144
  93.6163658766   35.7652911734
  93.6254258172    8.0618585714
  93.6344857578   78.2357297434
  93.6435456983   49.0778995838
  93.6526056389   31.9746636999
  93.6616655795   53.7437189447
  93.6707255200   21.6334369298
  93.6797854606   65.1584414154
  93.6888454012   15.3891754077
  93.6979053417   53.8170779318
  93.7069652823   12.8007882328
  93.7160252229    2.4092901429
  93.7250851634   56.0377238392
  93.7341451040  201.0937274804
  93.7432050446  186.7921284185
  93.7522649851  199.2564441104
  93.7613249257    8.0279448584
  93.7703848663    8.6390958286
  93.7794448068   36.7689899907
  93.7885047474   40.9694849589
  93.7975646880   39.4595611594
  93.8066246285   12.0237123678
  93.8156845691  108.7025030990
  93.8247445097   97.4236610586
  93.8338044502   54.7198136655
  93.8428643908  152.9162041820
  93.8519243314    9.8956440575
  93.8609842719   49.0672543162
  93.8700442125   11.8717518111
  93.8791041531  147.0819554623
  93.8881640936   23.5299728535
  93.8972240342  578.3437605909
  93.9062839748   85.1130570214
  93.9153439153   12.0658489667
  93.9244038559   21.9024621889
  93.9334637965   46.8470572770
  93.9425237370   64.6306860975
  93.9515836776  163.6506274425
  93.9606436182   28.8616747550
  93.9697035587   25.0595558378
  93.9787634993  370.2024579520
  93.9878234399   87.2212851372
  93.9968833804  186.4235384093
  94.0059433210   25.5702440898
  94.0150032616    1.2996574864
  94.0240632021   73.6817956338
  94.0331231427   30.3515448989
  94.0421830833  122.0957871337
  94.0512430238   51.7965060602
  94.0603029644  197.6448754700
  94.0693629050   49.0620345106
  94.0784228455   32.9863411548
  94.0874827861   46.1383036090
  94.0965427267   18.1985790897
  94.1056026672   20.8370227023
  94.1146626078   54.7051432459
  94.1237225484   13.4325245608
  94.1327824889   11.5572299003
  94.1418424295   34.8152319183
  94.1509023701   70.5199796745
  94.1599623106  174.5158261446
  94.1690222512  150.4594510907
  94.1780821918   66.2709982160
  94.1871421323   64.7481795768
  94.1962020729   31.1606378568
  94.2052620135   49.1925560605
  94.2143219540  226.3702101239
  94.2233818946   16.2551670421
  94.2324418352  105.2872004095
  94.2415017757   26.9800627764
  94.2505617163    3.8069557912
  94.2596216569   49.0033754760
  94.2686815974    1.4766092781
  94.2777415380   81.4611627831
  94.2868014786   99.2032407969
  94.2958614191   19.8205230421
  94.3049213597    4.7436008828
  94.3139813003  121.4948441009
  94.3230412408   35.6407062682
  94.3321011814   27.7438769400
  94.3411611220   64.4477590956
  94.3502210625   12.0195852843
  94.3592810031   92.8224945520
  94.3683409437   18.9303820606
  94.3774008843  492.8529652336
  94.3864608248   28.7332989929
  94.3955207654   13.3558023878
  94.4045807060   20.1595851995
  94.4136406465   73.4444854518
  94.4227005871   79.7344662516
  94.4317605277   48.9929688032
  94.4408204682   87.8426054698
  94.4498804088   77.3620210092
  94.4589403494  213.6373324664
  94.4680002899   96.9896952132
  94.4770602305  344.4168161556
  94.4861201711  179.0986069523
  94.4951801116  387.5700890015
  94.5042400522   61.1904058687
  94.5132999928   33.9310197212
  94.5223599333   16.8933177259
  94.5314198739  122.2050061540
  94.5404798145  126.3752240008
  94.5495397550   80.6994612019
  94.5585996956  208.9219112383
  94.5676596362    4.7236951380
  94.5767195767  254.1600587626
  94.5857795173  242.9939932655
  94.5948394579   27.7019722304
  94.6038993984   22.7231087279
  94.6129593390  162.9919624326
  94.6220192796   28.3839132782
  94.6310792201   48.3802173097
  94.6401391607  156.0725869263
  94.6491991013   40.1912728508
  94.6582590418   38.7717185322
  94.6673189824   66.1371252228
  94.6763789230  227.3405447754
  94.6854388635   12.3651968281
  94.6944988041  129.4779340370
  94.7035587447    5.0704318310
  94.7126186852  198.3372658397
  94.7216786258  343.3361716929
  94.7307385664  159.5531422835
  94.7397985069    5.2692103461
  94.7488584475   43.6420703957
  94.7579183881   75.7421471991
  94.7669783286   31.9462959448
  94.7760382692   47.5390975561
  94.7850982098   24.6357596341
  94.7941581503   68.6896516490
  94.8032180909  171.5645211018
  94.8122780315  135.6667467636
  94.8213379720   37.6342215278
  94.8303979126   11.3755830212
  94.8394578532    7.8623573756
  94.8485177937   65.9028661657
  94.8575777343  166.2541138495
  94.8666376749  279.9968848616
  94.8756976154   39.0318978921
  94.8847575560   32.3691846749
  94.8938174966   54.7969282178
  94.9028774371  180.6863737384
  94.9119373777    7.4633158631
  94.9209973183   48.8599915007
  94.9300572588   28.5423841356
  94.9391171994  121.5460848526
  94.9481771400   69.4764451463
  94.9572370805    9.4218243463
  94.9662970211   36.3739201717
  94.9753569617  271.3529363057
  94.9844169022  175.2673692585
  94.9934768428   68.8560807826
  95.0025367834  141.1468363477
  95.0115967239  112.9673790491
  95.0206566645   99.7845876506
  95.0297166051  354.3889295214
  95.0387765456  232.8719380403
  95.0478364862  111.8836990959
  95.0568964268   69.5197869475
  95.0659563673   31.4148040626
  95.0750163079   30.1852600919
  95.0840762485  148.3965737606
  95.0931361890   11.0741663574
  95.1021961296   88.5032050016
  95.1112560702   39.6904049476
  95.1203160107   99.3783262095
  95.1293759513   58.9224016754
  95.1384358919  102.5891963832
  95.1474958324  239.9525919797
  95.1565557730   76.1829177048
  95.1656157136   44.2762314486
  95.1746756541   12.1291526897
  95.1837355947   23.1138509985
  95.1927955353   96.4236022187
  95.2018554758   59.0889634012
  95.2109154164   47.6648119991
  95.2199753570   56.3987054463
  95.2290352975  244.6247727609
  95.2380952381  112.8986245464
  95.2471551787   15.5380846004
  95.2562151192   49.3690005440
  95.2652750598  147.7397669198
  95.2743350004   75.9779285983
  95.2833949409  282.3547828983
  95.2924548815   52.9497291482
  95.3015148221    9.1117487855
  95.3105747626   17.5525309148
  95.3196347032  133.4236371029
  95.3286946438    0.4317368314
  95.3377545843   17.2228504947
  95.3468145249   20.2147616069
  95.3558744655   71.0704864150
  95.3649344060    5.6711192924
  95.3739943466   77.1778739203
  95.3830542872   64.9059835380
  95.3921142277  110.2530033690
  95.4011741683  232.5644872906
  95.4102341089   29.5233273054
  95.4192940494  118.7882945402
  95.4283539900   72.5478106624
  95.4374139306   49.8326536871
  95.4464738711   68.4235107787
  95.4555338117    4.6973988400
  95.4645937523   51.3622394471
  95.4736536928    2.4110564532
  95.4827136334   12.8821699485
  95.4917735740   13.2914213493
  95.5008335145   23.7608700666
  95.5098934551  110.8229531065
  95.5189533957    4.9377117517
  95.5280133362   38.6814767040
  95.5370732768  174.0436033591
  95.5461332174  139.2735936548
  95.5551931579   20.7914412870
  95.5642530985   93.9376140713
  95.5733130391  222.0128783355
  95.5823729796   58.8436533323
  95.5914329202   74.5482626920
  95.6004928608  229.7802604940
  95.6095528013   99.0660143686
  95.6186127419   11.7563592319
  95.6276726825   16.2937189770
  95.6367326230   72.7197036245
  95.6457925636   79.4952637000
  95.6548525042   17.6908005959
  95.6639124447   43.7270731350
  95.6729723853   14.8638470271
  95.6820323259  120.3108776610
  95.6910922664   37.1070848221
  95.7001522070   49.4392464456
  95.7092121476  139.8793287993
  95.7182720881    6.5825404149
  95.7273320287   40.0532147814
  95.7363919693   94.9733128536
  95.7454519098   18.1776005977
  95.7545118504   62.2116651456
  95.7635717910   74.6221143531
  95.7726317315   11.4446789350
  95.7816916721   75.6980464760
  95.7907516127  283.0007641991
  95.7998115532   44.9507598891
  95.8088714938    8.5738764905
  95.8179314344   23.3847602085
  95.8269913749   14.6917477963
  95.8360513155   79.2807068737
  95.8451112561  110.1681029642
  95.8541711966   81.8482456671
  95.8632311372   17.0359214757
  95.8722910778  127.6998706255
  95.8813510183   32.0275698930
  95.8904109589   37.8955174385
  95.8994708995   16.2488797950
  95.9085308400   21.9011959425
  95.9175907806   19.7491015960
  95.9266507212   17.4620547223
  95.9357106617   47.2805653767
  95.9447706023   66.4271693506
  95.9538305429   40.5500889350
  95.9628904834   95.1269090423
  95.9719504240   54.5978898911
  95.9810103646   91.7060639035
  95.9900703051    8.8903588847
  95.9991302457    8.9287581725
  96.0081901863   18.1017278219
  96.0172501268   43.8971342177
  96.0263100674  226.7442428327
  96.0353700080   86.2548821672
  96.0444299485  120.2986304227
  96.0534898891  102.3587292460
  96.0625498297   25.3867767717
  96.0716097702   58.6100400182
  96.0806697108  190.7645584119
  96.0897296514   20.7391365527
  96.0987895919   30.7856274677
  96.1078495325   18.3282165471
  96.1169094731   53.6003951751
  96.1259694136   29.4178436596
  96.1350293542   10.5860168221
  96.1440892948  156.1346985172
  96.1531492353   48.1378338878
  96.1622091759   64.0448147757
  96.1712691165    7.2283177596
  96.1803290570   92.3328440574
  96.1893889976   52.1618217092
  96.1984489382   77.4257833045
  96.2075088787   40.9200384073
  96.2165688193    0.9232638781
  96.2256287599   56.7496664792
  96.2346887004   48.4567112287
  96.2437486410  138.2286035168
  96.2528085816  178.7158900120
  96.2618685221   67.8360101120
  96.2709284627   27.9256125780
  96.2799884033  165.5869699014
  96.2890483438   14.2833077016
  96.2981082844   38.2205844722
  96.3071682250   12.3537042727
  96.3162281655   33.5955622952
  96.3252881061   11.5712461643
  96.3343480467   48.4282040600
  96.3434079872   13.4993995390
  96.3524679278   15.2746740198
  96.3615278684  104.7774749342
  96.3705878089   28.3745074906
  96.3796477495    8.4227500654
  96.3887076901   28.7866017074
  96.3977676306   40.7322552847
  96.4068275712   24.6661010484
  96.4158875118   43.0460634623
  96.4249474523   43.8820780136
  96.4340073929   63.5656620279
  96.4430673335   62.2253034950
  96.4521272740  186.8160782602
  96.4611872146   27.1647327825
  96.4702471552  103.1034997665
  96.4793070957   33.0617058080
  96.4883670363  159.7749990435
  96.4974269769   53.2136168229
  96.5064869174   85.2316403391
  96.5155468580  277.1794674131
  96.5246067986  205.2629279922
  96.5336667391   48.3372847950
  96.5427266797  129.7927714634
  96.5517866203  112.2910217151
  96.5608465608   42.0022447256
  96.5699065014   33.4892361018
  96.5789664420    0.8368736212
  96.5880263825   11.7761483381
  96.5970863231   57.1798174266
  96.6061462637   35.3561748432
  96.6152062042   63.7135408809
  96.6242661448   14.4737159577
  96.6333260854  118.6420815052
  96.6423860259    4.5524393105
  96.6514459665  125.3615801917
  96.6605059071   67.5076328864
  96.6695658476   51.6889669214
  96.6786257882   17.3203513166
  96.6876857288    9.5380347126
  96.6967456693   74.2992023786
  96.7058056099   68.4619046069
  96.7148655505    9.3629529416
  96.7239254910   57.7133436755
  96.7329854316   18.9248058290
  96.7420453722   10.8540695483
  96.7511053127   22.7457980607
  96.7601652533    2.3717044180
  96.7692251939   17.5109409692
  96.7782851344   14.4493480942
  96.7873450750    2.9196777552
  96.7964050156   32.6520762043
  96.8054649561   10.5519722398
  96.8145248967   44.5086940015
  96.8235848373    6.0830101450
  96.8326447779   87.7132975542
  96.8417047184   19.5006776940
  96.8507646590   31.1869771401
  96.8598245996  188.2612149383
  96.8688845401   11.8208663743
  96.8779444807   29.6833755990
  96.8870044213   58.0682430241
  96.8960643618   66.5277107282
  96.9051243024  147.4732268913
  96.9141842430  100.4425056995
  96.9232441835  237.3343966225
  96.9323041241  102.4838178687
  96.9413640647    1.9722131392
  96.9504240052    9.9074854297
  96.9594839458  109.7970618575
  96.9685438864   61.9038456722
  96.9776038269   13.6006092251
  96.9866637675   11.2600138143
  96.9957237081   75.9268673453
  97.0047836486   31.2293674309
  97.0138435892    1.3560937276
  97.0229035298   88.9396044166
  97.0319634703   17.5346040862
  97.0410234109   14.2848376411
  97.0500833515   11.0186762493
  97.0591432920  102.3967328805
  97.0682032326  155.7653658708
  97.0772631732   82.8608461259
  97.0863231137  109.5872638192
  97.0953830543    4.8432365674
  97.1044429949   37.8164396973
  97.1135029354   41.9122353237
  97.1225628760    6.3583939435
  97.1316228166   23.3791665605
  97.1406827571   66.4899334909
  97.1497426977   26.0844605442
  97.1588026383   13.0693517506
  97.1678625788    2.5488778778
  97.1769225194   39.0162232940
  97.1859824600    3.8370043996
  97.1950424005    1.6789750824
  97.2041023411   36.3326143824
  97.2131622817    6.8719621925
  97.2222222222    1.7196917060
  97.2312821628   14.9373479472
  97.2403421034   40.2793641880
  97.2494020439   24.2542828471
  97.2584619845  102.7856323768
  97.2675219251   35.2172820319
  97.2765818656   96.6171700574
  97.2856418062  127.8076374101
  97.2947017468    3.9443929403
  97.3037616873   58.8725842300
  97.3128216279    2.9352660787
  97.3218815685    5.2873520070
  97.3309415090   78.7602431650
  97.3400014496   17.6045941362
  97.3490613902   79.2102166841
  97.3581213307   11.0606116749
  97.3671812713   21.8775802323
  97.3762412119   20.4290111268
  97.3853011524   29.0918251004
  97.3943610930   45.7163596444
  97.4034210336   44.9494754784
  97.4124809741   40.3434704015
  97.4215409147   10.2524449281
  97.4306008553   46.7256926332
  97.4396607958  110.4601538214
  97.4487207364  119.8801416857
  97.4577806770   28.0492955843
  97.4668406175    8.1192391986
  97.4759005581    0.9340601852
  97.4849604987    8.8321138796
  97.4940204392    2.0192892563
  97.5030803798   51.1863838742
  97.5121403204   40.4468796401
  97.5212002609   27.2189084542
  97.5302602015   35.8346709925
  97.5393201421   38.0549799799
  97.5483800826   49.8480995403
  97.5574400232   16.2456717832
  97.5664999638    9.3820343285
  97.5755599043   54.9190969752
  97.5846198449   31.2027456237
  97.5936797855   25.0337402562
  97.6027397260  101.6208467868
  97.6117996666   37.3708527961
  97.6208596072   88.0989169257
  97.6299195477   32.5341958310
  97.6389794883    1.5123102785
  97.6480394289    2.3054757184
  97.6570993694   29.2175067544
  97.6661593100    5.9158461928
  97.6752192506   62.9368808281
  97.6842791911   35.3246655539
  97.6933391317  241.1424827074
  97.7023990723   29.8951928142
  97.7114590128  121.4825850180
  97.7205189534   50.4264309938
  97.7295788940   32.6167386955
  97.7386388345  192.1383182555
  97.7476987751    2.3868453809
  97.7567587157   23.4558885656
  97.7658186562   21.8446116969
  97.7748785968  134.4708328608
  97.7839385374  291.3140251947
  97.7929984779    7.7365138447
  97.8020584185   25.6819576285
  97.8111183591   51.8378545353
  97.8201782996  134.8592802492
  97.8292382402   19.1366522972
  97.8382981808    1.6746886823
  97.8473581213    8.2559091383
  97.8564180619   15.7860567290
  97.8654780025   38.9329111813
  97.8745379430   33.2647140725
  97.8835978836   13.4003096856
  97.8926578242   46.6831345394
  97.9017177647    2.6708233207
  97.9107777053  270.7204812919
  97.9198376459   34.6351218719
  97.9288975864   54.0863413817
  97.9379575270   79.0907198518
  97.9470174676    1.0231292816
  97.9560774081   32.2120414332
  97.9651373487   20.4156275099
  97.9741972893   17.4576457278
  97.9832572298   18.8380356168
  97.9923171704  106.9901183819
  98.0013771110   11.5517372580
  98.0104370515    4.8847996640
  98.0194969921   61.2070094138
  98.0285569327  110.3229284083
  98.0376168732   19.2694182517
  98.0466768138  195.3759467647
  98.0557367544   14.1429729768
  98.0647966949   20.6293686667
  98.0738566355   66.4839187691
  98.0829165761   73.5225797556
  98.0919765166   13.5558203791
  98.1010364572    1.6521791059
  98.1100963978   19.9668424359
  98.1191563383   27.9776227752
  98.1282162789    8.7537221897
  98.1372762195  135.2619997358
  98.1463361600    7.3437603059
  98.1553961006   46.7362363873
  98.1644560412   39.7895046107
  98.1735159817  101.0127986492
  98.1825759223  114.6566589528
  98.1916358629  138.7243779322
  98.2006958034   24.5162006385
  98.2097557440  139.2650143098
  98.2188156846   34.9052305680
  98.2278756251  108.1388956038
  98.2369355657  113.1798187686
  98.2459955063  186.5186515180
  98.2550554468  102.0336156797
  98.2641153874   44.3573486682
  98.2731753280   63.7946251689
  98.2822352685   95.6737442157
  98.2912952091  199.6807586951
  98.3003551497   51.5576402993
  98.3094150902  250.6969225780
  98.3184750308  427.6116457394
  98.3275349714  441.5629330463
  98.3365949119   40.6170198208
  98.3456548525  141.5074802255
  98.3547147931  269.0167685174
  98.3637747336  195.5339353905
  98.3728346742  550.7837527641
  98.3818946148   33.3214591068
  98.3909545553   54.2799293362
  98.4000144959   14.2595173814
  98.4090744365  113.4874035014
  98.4181343770    1.0610538434
  98.4271943176  246.8017988356
  98.4362542582  113.9109765809
  98.4453141987    1.7256119138
  98.4543741393   19.6637923224
  98.4634340799  121.2666186031
  98.4724940204   37.6943973486
  98.4815539610   91.6744499156
  98.4906139016  125.9729871863
  98.4996738421   91.3601294514
  98.5087337827   31.7392798448
  98.5177937233  132.8463043961
  98.5268536638   40.3672460026
  98.5359136044  543.9892260100
  98.5449735450   13.8118023137
  98.5540334855  335.8320721722
  98.5630934261  112.7927911363
  98.5721533667    9.3567557829
  98.5812133072   91.2036020827
  98.5902732478   34.8151056004
  98.5993331884  451.9131954170
  98.6083931289   20.5178606697
  98.6174530695  111.9091457519
  98.6265130101  110.2119359740
  98.6355729506  130.2379781969
  98.6446328912   17.7387524294
  98.6536928318  263.9820101868
  98.6627527723    2.8763181568
  98.6718127129   71.7652194951
  98.6808726535    8.2157260794
  98.6899325940    4.9126470675
  98.6989925346  185.3700879335
  98.7080524752  182.8801852385
  98.7171124157   59.3078380428
  98.7261723563    4.4343565595
  98.7352322969    5.4714091578
  98.7442922374   17.1816452949
  98.7533521780    1.3488345484
  98.7624121186    0.7269940111
  98.7714720591   85.7917656647
  98.7805319997  120.3691649127
  98.7895919403   59.5120390876
  98.7986518808    5.6608163841
  98.8077118214  103.7748908420
  98.8167717620   75.8776183280
  98.8258317025    3.1200236546
  98.8348916431    2.2684985616
  98.8439515837   43.7497991905
  98.8530115242   49.7649589868
  98.8620714648   91.8855709122
  98.8711314054  133.6649013945
  98.8801913459   35.2660274092
  98.8892512865    2.4830947656
  98.8983112271   19.3946420494
  98.9073711676   36.1311403804
  98.9164311082   39.9452958718
  98.9254910488   17.0195455129
  98.9345509893   26.5412677428
  98.9436109299   58.5474487590
  98.9526708705   11.7226632166
  98.9617308110   29.6652241647
  98.9707907516   46.1118335925
  98.9798506922   20.8771918876
  98.9889106327  108.3880711823
  98.9979705733   82.2119536722
  99.0070305139   41.4417011975
  99.0160904544   13.5056597249
  99.0251503950  128.0809173847
  99.0342103356   27.5473981835
  99.0432702761   48.7880706697
  99.0523302167   13.2140022168
  99.0613901573   10.5028554295
  99.0704500978   90.4371949870
  99.0795100384    8.4011442055
  99.0885699790   10.3273660488
  99.0976299195  175.2821142000
  99.1066898601   32.6751418384
  99.1157498007  153.0600394634
  99.1248097412   26.8005778325
  99.1338696818   33.9816962976
  99.1429296224    3.9605923914
  99.1519895629   33.8089933210
  99.1610495035   27.9803998442
  99.1701094441   78.2930711662
  99.1791693846   14.5935218640
  99.1882293252    5.7666992828
  99.1972892658   20.4821381159
  99.2063492063    4.3484909186
  99.2154091469   25.8922661291
  99.2244690875   42.5022018870
  99.2335290280   26.1572887147
  99.2425889686   29.2453700355
  99.2516489092    9.7553451880
  99.2607088497   63.8025158435
  99.2697687903    1.3588947849
  99.2788287309   55.2157112154
  99.2878886715   71.7316997723
  99.2969486120   65.4053111987
  99.3060085526   49.9961818010
  99.3150684932    8.4856576228
  99.3241284337   47.3564989145
  99.3331883743   30.9463103653
  99.3422483149   52.9993990024
  99.3513082554   39.9324697211
  99.3603681960   71.4176677606
  99.3694281366   22.7885350246
  99.3784880771   44.3029241918
  99.3875480177   71.3755980231
  99.3966079583    2.3428104368
  99.4056678988    9.1076963218
  99.4147278394   39.2616015488
  99.4237877800   18.1798977266
  99.4328477205   35.1645164620
  99.4419076611   59.0480465863
  99.4509676017   90.3205002844
  99.4600275422    0.4300095137
  99.4690874828  214.4258875892
  99.4781474234  195.5442789560
  99.4872073639   69.9053827727
  99.4962673045  185.8607722108
  99.5053272451    8.4865376089
  99.5143871856   85.6990160021
  99.5234471262   16.3311550222
  99.5325070668    6.3097415105
  99.5415670073   32.3144084061
  99.5506269479   51.9110002676
  99.5596868885    1.9593752142
  99.5687468290   33.9354935259
  99.5778067696   23.9724845727
  99.5868667102    2.5746572829
  99.5959266507   14.2488636961
  99.6049865913  119.2034270664
  99.6140465319   55.3659387968
  99.6231064724   24.7974097297
  99.6321664130  122.9587288506
  99.6412263536   22.4373383475
  99.6502862941  280.0113650767
  99.6593462347    9.3898885957
  99.6684061753  116.3141180908
  99.6774661158   47.4151702924
  99.6865260564  124.9983502256
  99.6955859970   61.4573005733
  99.7046459375   69.2134686559
  99.7137058781   58.4733576312
  99.7227658187   42.3949434311
  99.7318257592   19.0680416230
  99.7408856998  287.8127901568
  99.7499456404    5.5408519382
  99.7590055809  320.4389927437
  99.7680655215  409.9074825881
  99.7771254621  216.0893087856
  99.7861854026  778.2187308751
  99.7952453432  180.2380049856
  99.8043052838  411.8370183437
  99.8133652243   17.4555856817
  99.8224251649  209.1201152947
  99.8314851055 1575.0488513083
  99.8405450460  390.4898024210
  99.8496049866  276.1345608993
  99.8586649272  599.7180031584
  99.8677248677   41.1235544636
  99.8767848083 1212.3029488055
  99.8858447489  229.4959154337
  99.8949046894  141.0163379557
  99.9039646300  202.2176292084
  99.9130245706  126.3673392701
  99.9220845111  104.8084644489
  99.9311444517   21.8527912382
  99.9402043923   87.8915944351
  99.9492643328  295.6865878093
  99.9583242734    3.4226853703
  99.9673842140  134.5723726822
  99.9764441545   28.3704824758
  99.9855040951  221.8793958245
  99.9945640357    0.9392417179
 100.0036239762   43.4193843850
 100.0126839168   36.4441821861
 100.0217438574   23.2779204072
 100.0308037979    7.8624922237
 100.0398637385  182.9711227723
 100.0489236791   15.3556626988
 100.0579836196   58.8667193271
 100.0670435602   14.8601412426
 100.0761035008  109.9000079265
 100.0851634413  160.9461815316
 100.0942233819   81.8003378032
 100.1032833225   22.7663579693
 100.1123432630  313.1810252132
 100.1214032036   23.6569598452
 100.1304631442   51.3880208657
 100.1395230847  112.6149003775
 100.1485830253   95.1440111232
 100.1576429659   54.9636800626
 100.1667029064   92.9854492135
 100.1757628470   75.1894515791
 100.1848227876   83.0650557521
 100.1938827281   41.7470968627
 100.2029426687   81.2366075964
 100.2120026093    4.7438613259
 100.2210625498   34.7876517880
 100.2301224904   20.2259423855
 100.2391824310   14.3214860695
 100.2482423715   52.3995980629
 100.2573023121   87.8596368444
 100.2663622527   43.1326693624
 100.2754221932   32.5585051127
 100.2844821338   18.3214775532
 100.2935420744  139.3418107242
 100.3026020149   36.4918608285
 100.3116619555  141.5549653524
 100.3207218961   65.2588094871
 100.3297818366   18.6807766144
 100.3388417772   30.5044221824
 100.3479017178   46.6713009667
 100.3569616583   45.3215305651
 100.3660215989   18.3340977919
 100.3750815395  157.4121778369
 100.3841414800  262.4955653567
 100.3932014206   43.0606651033
 100.4022613612   83.6199385903
 100.4113213017   36.2903361904
 100.4203812423   23.0239266680
 100.4294411829   42.5881360339
 100.4385011234    7.6969130657
 100.4475610640   43.5203904855
 100.4566210046   42.9388925579
 100.4656809451   12.7790502069
 100.4747408857  122.1344998042
 100.4838008263   41.3944006651
 100.4928607668   36.3975442654
 100.5019207074    4.7450799320
 100.5109806480   21.8772003364
 100.5200405885   51.6923664647
 100.5291005291   39.1408200631
 100.5381604697   42.2443303278
 100.5472204102   13.6330288264
 100.5562803508   63.0411203296
 100.5653402914  144.0562100525
 100.5744002319  121.1529032912
 100.5834601725  223.1943724650
 100.5925201131  121.2989019412
 100.6015800536  102.8356587653
 100.6106399942  126.0606501919
 100.6196999348   44.2186841558
 100.6287598753   56.3742058772
 100.6378198159   94.9300922396
 100.6468797565    3.4839947492
 100.6559396970   29.4072229155
 100.6649996376  122.1654660569
 100.6740595782   26.9789204034
 100.6831195187   20.9980745884
 100.6921794593   81.1221699639
 100.7012393999    6.2877100797
 100.7102993404   29.5684194237
 100.7193592810  119.4175135454
 100.7284192216   83.6774654882
 100.7374791621    0.7379424539
 100.7465391027   37.9360668721
 100.7555990433   32.1778980881
 100.7646589838   58.1605639199
 100.7737189244   15.6303408337
 100.7827788650   16.2167828847
 100.7918388055  113.2047788972
 100.8008987461    9.3077300316
 100.8099586867   41.5862901736
 100.8190186272   19.9094006069
 100.8280785678  102.7975209195
 100.8371385084   44.3948734997
 100.8461984489   56.3864219462
 100.8552583895  205.9214824957
 100.8643183301   22.3692560644
 100.8733782706   77.2645077195
 100.8824382112   29.1697522845
 100.8914981518   87.5985462928
 100.9005580923   21.3396723688
 100.9096180329   83.7926335179
 100.9186779735   11.0287139621
 100.9277379140    6.3402849994
 100.9367978546   78.5599723847
 100.9458577952   19.6446777354
 100.9549177357   55.7857518739
 100.9639776763   25.2804247097
 100.9730376169  200.3016601368
 100.9820975574   42.3324653950
 100.9911574980   38.6549364631
 101.0002174386  181.2473679946
 101.0092773791  106.3773166503
 101.0183373197   22.5279445322
 101.0273972603   46.6135963122
 101.0364572008   22.8125503211
 101.0455171414   10.1469780165
 101.0545770820   82.9881613246
 101.0636370225   16.3872485189
 101.0726969631   16.7629141981
 101.0817569037   21.9554295571
 101.0908168442   29.0565754423
 101.0998767848   31.7837317645
 101.1089367254  125.9662204297
 101.1179966659   13.0656015036
 101.1270566065   71.2019477237
 101.1361165471  188.5405778672
 101.1451764876   16.6041055329
 101.1542364282  122.7629324701
 101.1632963688    2.8597140196
 101.1723563093    0.2842015875
 101.1814162499  119.4194005555
 101.1904761905   17.8969239758
 101.1995361310   57.2225881782
 101.2085960716   20.3584494437
 101.2176560122   38.8412132616
 101.2267159527  104.3401963967
 101.2357758933    6.3682304907
 101.2448358339   59.8105570879
 101.2538957744   26.6929982603
 101.2629557150  104.6880725915
 101.2720156556   10.0609979727
 101.2810755961  102.7257092160
 101.2901355367   16.6105204705
 101.2991954773   59.2131205385
 101.3082554178  180.0573750880
 101.3173153584    5.8003730062
 101.3263752990    4.8328574015
 101.3354352395   15.6216729410
 101.3444951801    6.4670752492
 101.3535551207   19.0351605951
 101.3626150612   71.5080542782
 101.3716750018  109.7239880766
 101.3807349424   80.1439493343
 101.3897948829   36.7673343889
 101.3988548235   56.0509711291
 101.4079147641   91.1455210142
 101.4169747046   34.0950865104
 101.4260346452   95.9835605395
 101.4350945858   98.4793420606
 101.4441545263    1.5644765963
 101.4532144669    5.8246692703
 101.4622744075   10.1035357648
 101.4713343480   75.5138229728
 101.4803942886   20.3265306757
 101.4894542292   33.4339665446
 101.4985141697   86.5195668313
 101.5075741103    2.7094481623
 101.5166340509   57.5678793187
 101.5256939914    1.4657110345
 101.5347539320  171.4034524682
 101.5438138726   29.5758679358
 101.5528738131   21.2445329376
 101.5619337537   15.6148681801
 101.5709936943  179.4573758691
 101.5800536348   31.3481027416
 101.5891135754   42.7943148227
 101.5981735160   21.1645339231
 101.6072334565   89.0051997177
 101.6162933971   55.3818361927
 101.6253533377   33.8304119381
 101.6344132782   61.4706639782
 101.6434732188  220.3012303031
 101.6525331594    2.7444276865
 101.6615930999   27.7970771391
 101.6706530405   56.0758110717
 101.6797129811    7.9693842422
 101.6887729216   28.3035707243
 101.6978328622   87.7501901779
 101.7068928028    2.6889689020
 101.7159527434    9.6663010459
 101.7250126839   45.4728919039
 101.7340726245   36.3249470886
 101.7431325651  119.1732991210
 101.7521925056    3.8371342223
 101.7612524462   30.7943271327
 101.7703123868   29.0645734930
 101.7793723273  136.9263478210
 101.7884322679   49.2647534510
 101.7974922085   53.6729007906
 101.8065521490   10.3285889235
 101.8156120896   59.1910227268
 101.8246720302   14.4703293882
 101.8337319707   23.9793991130
 101.8427919113   21.6563574335
 101.8518518519   36.6736898952
 101.8609117924   14.7857045928
 101.8699717330   29.7246219298
 101.8790316736  154.5820620736
 101.8880916141  157.4249158151
 101.8971515547   23.9198746614
 101.9062114953  124.0258313173
 101.9152714358    9.3197757623
 101.9243313764  142.3280588607
 101.9333913170   20.6128032592
 101.9424512575   81.8471472400
 101.9515111981    6.3082197081
 101.9605711387   98.3936476344
 101.9696310792  180.0710180748
